"PG.ProteinGroups","C_1","C_2","C_3","C_4","C_5","C_6","C_7","C_8","C_9","AA_1","AA_2","AA_3","AA_4","AA_5","AA_6","AA_7","AA_8","AA_9"
"O00115",4.51994866225265,4.3966385847201,4.66047951087571,4.56997991115385,4.71258021333792,4.44433990073645,4.79590911498898,4.6452219278746,4.52444835420893,3.79595134169152,4.22562243060207,4.11878522051365,4.32637920535293,4.21128994570871,3.7401996658504,3.69921218575058,4.25730178031869,4.37117062004629
"O00139",NA,-3.43355856957422,-3.37273290366704,-3.26036059203146,NA,NA,-2.15176245036747,NA,NA,-2.38021921464351,-2.70041697771406,-3.11417675749738,-1.8864361845637,-2.9518057959012,-2.7548444759261,-2.34091307008356,-1.47468258863359,-3.58048663939443
"O00148",-1.86388959255338,-1.52918742721886,-1.59617667814745,-1.33352142755694,-3.05994908813993,-1.93267648810569,-1.46210992472743,-3.01808203537375,-1.0824821303948,-1.24359061488147,-1.92464372650459,-1.87021989163588,-2.56033124483194,-1.56547654215273,-1.60151574107181,-1.67723480439713,-2.60000928654694,-2.07253074351843
"O00151",-0.0561516355058274,-0.0155106436816954,0.106385565092967,-0.271841366918787,0.68857828180718,0.34101786342619,0.196702625918874,-0.224346625537851,0.195645854623347,0.705123999556561,0.529443826050468,0.657937351768298,0.44784341915881,-0.432062478699054,0.555524976501745,0.106080420639465,0.168974309325291,0.183262337226276
"O00154",1.3483307916464,1.1672392993049,1.48991059535812,1.03935595095141,1.34356050165333,1.54066816175493,1.42651340602623,1.02787097566347,1.26735034390003,2.07050697760063,2.00639521888702,2.10396307116334,2.14383109021438,2.06814598096128,2.02526376206354,1.96574897615173,1.99233558249975,1.61329003662715
"O00159",-3.50848453638906,-3.15259096408847,-2.99166752982447,-3.94687282130713,-2.39123459574721,-2.62316628629777,-3.20623443332632,-3.25433026320023,-3.4931188337461,-1.75322420373506,-2.58902921482219,-1.86588043229744,-1.78053777873665,-2.47947008228011,-1.48960498379514,-1.76579619216887,-1.06245667134103,-1.93318628013804
"O00170",-1.09137071143982,-0.542442797093637,-0.614774031363654,-0.462415584551804,-0.68326640836528,-1.2836183329666,-1.68340921685768,-0.868033090209869,-1.62653403509156,0.0660396025221743,0.277607504688763,0.120452126067732,0.34857451023217,-0.0387313528051187,-0.131001794819406,0.344752943985576,0.294699782046283,0.0278243554652136
"O00187",-1.83442316083679,-1.25273232090414,NA,-1.62087120516087,-3.3682450656163,NA,-2.36635513985081,-5.14957320327109,-3.52065248232481,-2.60347259374566,-3.14267242390023,-4.94797374016301,-5.01130650023535,-2.09656220698832,-2.05831828722811,-2.38657297717417,-6.4344839851945,NA
"O00193",-1.93930880974922,NA,-2.4605332517899,-1.08215677872194,-1.86330533831858,-2.46740211268116,-1.70079375685674,-1.08824589765593,-1.29372361064497,-0.76755917720826,-1.49398373822598,-1.17980553229535,-2.15226676150978,-1.04362791985229,-2.24281143233076,-1.1743977825129,-1.65629564339151,-2.24105450642897
"O00203",1.39442262130664,0.873629082341164,0.867183973223538,1.38659672337826,1.45441765851698,1.1563589048976,0.673394486239197,1.6730755720751,1.5775251597053,1.30612618093813,1.58811135300847,1.92698579544432,2.05977922677839,2.39000877954456,1.97802177099586,1.74358685132355,1.70588694734863,1.20484888942205
"O00214",0.266272654941622,0.0555809696809053,0.527387718464684,0.322596138295548,0.0722175405353926,0.0555791361839599,0.496811734362586,0.791694384103687,0.341532870266322,-0.946540136281938,-0.78251127263791,-1.02321221562453,-1.33564367890652,-0.800679238038687,-0.868321865405528,-1.32812010289245,-1.37679437260006,-1.23208989788233
"O00231",-0.369516721811005,-0.518037057730687,-0.188429233424648,-0.558439833381838,-0.48353896202501,-0.238912491634304,-0.123545425945373,-0.543774699056966,-0.221016874649491,0.15374704251885,-0.0249115013182983,-0.101485604214547,-0.021429859207478,-0.40286338563205,0.194589886917603,0.391795049276176,0.0292004747565375,0.0859710771095585
"O00232",-0.914675941266801,-0.732793103725112,-0.919967578046404,-1.86274296167384,-1.62787566358649,-1.05628111128188,-1.0398199395986,-0.803644462383279,-0.776622375421948,-0.937291474237736,-1.10656415833667,-0.729532426075594,-0.549440571145754,-0.837652771944042,-1.11709266408097,-0.719793605693958,-0.952379223893756,-1.23646371342191
